edge_type_id target_model_id target_label source_label weight_max weight_func weight_sigma distance_range target_sections delay params_file
197 485835055 e5Rbp4 e4other 0.000647903145051 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
198 485880739 e5Rbp4 e4other 0.0007721614098510001 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
199 486052980 e5Rbp4 e4other 0.000897951825332 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
200 486110216 e5Rbp4 e4other 0.000688643322757 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
201 487664663 e5Rbp4 e4other 0.000890493189227 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
202 471129934 e5Rbp4 i5Pvalb 0.000631063328775 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
203 471143169 e5Rbp4 i5Pvalb 8.1517086419e-05 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
204 471758398 e5Rbp4 i5Pvalb 0.000365628546548 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
205 471767045 e5Rbp4 i5Pvalb 0.000196472030373 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
206 485574832 e5Rbp4 i5Pvalb 0.00017913739783700005 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
207 485835055 e5Rbp4 i5Pvalb 0.000108195401734 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
208 485880739 e5Rbp4 i5Pvalb 0.000182630211517 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
209 486052980 e5Rbp4 i5Pvalb 0.000343337565178 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
210 486110216 e5Rbp4 i5Pvalb 0.0008594619073300001 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
211 487664663 e5Rbp4 i5Pvalb 0.000176302119792 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
212 471129934 e5Rbp4 i4Pvalb 0.000319715784342 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
213 471143169 e5Rbp4 i4Pvalb 4.18124345218e-05 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
